"Key","word","n"
"1939:Dark Victory","ann",16
"1939:Gone with the Wind","ann",1
"1944:Since You Went Away","ann",27
"1945:Mildred Pierce","ann",2
"1950:All About Eve","ann",1
"1953:Roman Holiday","ann",2
"1957:The Bridge on the River Kwai","ann",1
"1966:A Man for All Seasons","ann",1
"1967:The Graduate","ann",1
"1970:M.A.S.H.","ann",1
"1971:The French Connection","ann",1
"1974:The Conversation","ann",11
"1980:The Elephant Man","ann",1
"1982:The Verdict","ann",6
"1983:Tender Mercies","ann",5
"1987:Fatal Attraction","ann",1
"1990:Awakenings","ann",1
"1993:The Fugitive","ann",1
"2000:Chocolat","ann",1
"2004:Ray","ann",4
"2005:Brokeback Mountain","ann",1
"2008:Milk","ann",2
"2009:The Blind Side","ann",13
"2012:Les Misérables","ann",1
"2017:Three Billboards Outside Ebbing, Missouri","ann",4
"2018:The Favourite","ann",55
"2019:Marriage Story","ann",1
"1939:Dark Victory","hors",7
"1939:Gone with the Wind","hors",5
"1940:Our Town","hors",1
"1941:Sergeant York","hors",3
"1942:The Ox-Bow Incident","hors",3
"1942:The Pride of the Yankees","hors",1
"1952:High Noon","hors",4
"1952:Ivanhoe","hors",2
"1956:Giant","hors",2
"1956:The Ten Commandments","hors",1
"1959:Ben-Hur","hors",3
"1960:The Alamo","hors",2
"1967:Doctor Dolittle","hors",9
"1969:Butch Cassidy and the Sundance Kid","hors",2
"1970:Patton","hors",1
"1971:Fiddler on the Roof","hors",1
"1972:The Godfather","hors",1
"1973:The Exorcist","hors",1
"1973:The Sting","hors",4
"1975:Barry Lyndon","hors",6
"1979:Norma Rae","hors",1
"1981:Raiders of the Lost Ark","hors",1
"1983:The Right Stuff","hors",2
"1990:Dances with Wolves","hors",6
"1991:Beauty and the Beast","hors",2
"1992:Unforgiven","hors",10
"1995:Sense and Sensibility","hors",1
"1997:Life Is Beautiful","hors",1
"1997:The Full Monty","hors",3
"1999:The Sixth Sense","hors",1
"2000:Crouching Tiger, Hidden Dragon","hors",2
"2002:The Lord of the Rings: The Two Towers","hors",3
"2003:Seabiscuit","hors",43
"2003:The Lord of the Rings: The Return of the King","hors",3
"2007:Michael Clayton","hors",3
"2008:Milk","hors",1
"2010:True Grit","hors",7
"2011:Midnight in Paris","hors",1
"2011:War Horse","hors",26
"2012:Django Unchained","hors",12
"2012:Zero Dark Thirty","hors",1
"2015:Mad Max: Fury Road","hors",1
"2015:The Revenant","hors",9
"2018:The Favourite","hors",2
"2019:Once Upon a Time... In Hollywood","hors",1
"1939:Dark Victory","tell",5
"1939:Gone with the Wind","tell",15
"1939:Mr. Smith Goes to Washington","tell",1
"1939:Of Mice and Men","tell",2
"1939:The Wizard of Oz","tell",2
"1940:Our Town","tell",3
"1940:Rebecca","tell",2
"1940:The Philadelphia Story","tell",1
"1941:Citizen Kane","tell",1
"1941:Here Comes Mr. Jordan","tell",1
"1941:Sergeant York","tell",27
"1941:Suspicion","tell",1
"1941:The Maltese Falcon","tell",8
"1942:Casablanca","tell",1
"1942:Kings Row","tell",4
"1942:The Ox-Bow Incident","tell",2
"1942:Wake Island","tell",1
"1943:Watch on the Rhine","tell",4
"1944:Double Indemnity","tell",4
"1944:Since You Went Away","tell",1
"1945:Anchors Aweigh","tell",2
"1945:Spellbound","tell",5
"1946:Great Expectations","tell",5
"1946:It's a Wonderful Life","tell",6
"1946:The Best Years of Our Lives","tell",5
"1947:The Bishop's Wife","tell",8
"1948:Hamlet","tell",2
"1948:Johnny Belinda","tell",1
"1948:The Red Shoes","tell",1
"1949:Battleground","tell",1
"1950:All About Eve","tell",3
"1950:Father of the Bride","tell",3
"1950:King Solomon's Mines","tell",1
"1950:Sunset Blvd.","tell",1
"1951:A Place in the Sun","tell",2
"1951:A Streetcar Named Desire","tell",1
"1952:High Noon","tell",1
"1952:Ivanhoe","tell",9
"1953:From Here to Eternity","tell",7
"1953:Roman Holiday","tell",1
"1954:On the Waterfront","tell",43
"1954:Seven Brides for Seven Brothers","tell",1
"1954:Three Coins in the Fountain","tell",9
"1955:Mister Roberts","tell",5
"1956:Giant","tell",2
"1956:The Ten Commandments","tell",7
"1957:The Bridge on the River Kwai","tell",2
"1958:Cat on a Hot Tin Roof","tell",2
"1959:Anatomy of a Murder","tell",1
"1959:Ben-Hur","tell",3
"1960:The Alamo","tell",3
"1960:The Apartment","tell",1
"1961:West Side Story","tell",5
"1962:The Music Man","tell",26
"1962:To Kill a Mockingbird","tell",9
"1963:Cleopatra","tell",1
"1964:Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","tell",1
"1965:Doctor Zhivago","tell",2
"1966:Who's Afraid of Virginia Woolf?","tell",5
"1967:Doctor Dolittle","tell",6
"1967:The Graduate","tell",6
"1968:Oliver!","tell",2
"1968:Rachel, Rachel","tell",1
"1969:Butch Cassidy and the Sundance Kid","tell",1
"1969:Hello, Dolly!","tell",1
"1969:Midnight Cowboy","tell",2
"1970:Airport","tell",4
"1970:Five Easy Pieces","tell",1
"1970:Love Story","tell",4
"1970:M.A.S.H.","tell",44
"1971:A Clockwork Orange","tell",8
"1971:Fiddler on the Roof","tell",6
"1971:The Last Picture Show","tell",6
"1972:Cabaret","tell",2
"1972:Deliverance","tell",7
"1972:Sounder","tell",8
"1972:The Godfather","tell",11
"1973:American Graffiti","tell",20
"1973:The Exorcist","tell",5
"1973:The Sting","tell",5
"1974:Chinatown","tell",10
"1974:Lenny","tell",1
"1974:The Conversation","tell",4
"1974:The Godfather: Part II","tell",11
"1975:Barry Lyndon","tell",1
"1975:Dog Day Afternoon","tell",2
"1975:Nashville","tell",9
"1975:One Flew Over the Cuckoo's Nest","tell",1
"1976:All the President's Men","tell",1
"1976:Network","tell",2
"1976:Rocky","tell",35
"1976:Taxi Driver","tell",6
"1977:Star Wars: Episode IV - A New Hope","tell",24
"1978:Heaven Can Wait","tell",1
"1978:Midnight Express","tell",10
"1978:The Deer Hunter","tell",1
"1979:Breaking Away","tell",2
"1979:Kramer vs. Kramer","tell",1
"1979:Norma Rae","tell",5
"1980:Atlantic City, USA","tell",19
"1980:Coal Miner's Daughter","tell",19
"1980:Raging Bull","tell",2
"1980:The Elephant Man","tell",3
"1981:Chariots of Fire","tell",1
"1981:On Golden Pond","tell",13
"1981:Raiders of the Lost Ark","tell",4
"1982:E.T. the Extra-Terrestrial","tell",4
"1982:Gandhi","tell",2
"1982:The Verdict","tell",3
"1982:Tootsie","tell",20
"1983:Tender Mercies","tell",1
"1983:Terms of Endearment","tell",1
"1983:The Big Chill","tell",6
"1983:The Right Stuff","tell",2
"1984:A Soldier's Story","tell",4
"1984:Places in the Heart","tell",17
"1984:The Killing Fields","tell",3
"1985:Kiss of the Spider Woman","tell",1
"1986:Hannah and Her Sisters","tell",1
"1986:Platoon","tell",3
"1986:The Mission","tell",1
"1987:Fatal Attraction","tell",2
"1987:Moonstruck","tell",4
"1987:The Last Emperor","tell",13
"1988:Mississippi Burning","tell",15
"1989:Born on the Fourth of July","tell",4
"1989:Dead Poets Society","tell",28
"1989:Driving Miss Daisy","tell",5
"1989:Field of Dreams","tell",5
"1990:Awakenings","tell",2
"1990:Dances with Wolves","tell",2
"1990:Ghost","tell",1
"1990:Goodfellas","tell",3
"1990:The Godfather Part III","tell",6
"1991:Beauty and the Beast","tell",7
"1991:Bugsy","tell",14
"1991:JFK","tell",7
"1992:A Few Good Men","tell",4
"1992:Scent of a Woman","tell",6
"1992:The Crying Game","tell",5
"1992:Unforgiven","tell",7
"1993:In the Name of the Father","tell",4
"1993:Schindler's List","tell",1
"1993:The Fugitive","tell",8
"1993:The Piano","tell",3
"1994:Forrest Gump","tell",2
"1994:Four Weddings and a Funeral","tell",3
"1994:Pulp Fiction","tell",3
"1994:The Shawshank Redemption","tell",6
"1995:Apollo 13","tell",1
"1995:Braveheart","tell",1
"1996:Fargo","tell",66
"1996:Jerry Maguire","tell",5
"1996:The English Patient","tell",6
"1997:As Good as It Gets","tell",7
"1997:Good Will Hunting","tell",3
"1997:L.A. Confidential","tell",12
"1997:Life Is Beautiful","tell",2
"1997:Titanic","tell",3
"1998:Saving Private Ryan","tell",15
"1999:American Beauty","tell",1
"1999:The Green Mile","tell",7
"1999:The Insider","tell",5
"1999:The Sixth Sense","tell",4
"2000:Crouching Tiger, Hidden Dragon","tell",9
"2000:Gladiator","tell",2
"2000:Traffic","tell",1
"2001:A Beautiful Mind","tell",2
"2001:Moulin Rouge!","tell",3
"2002:Gangs of New York","tell",13
"2002:The Hours","tell",3
"2002:The Lord of the Rings: The Two Towers","tell",3
"2002:The Pianist","tell",2
"2003:Lost in Translation","tell",1
"2003:Master and Commander: The Far Side of the World","tell",1
"2003:Mystic River","tell",8
"2003:The Lord of the Rings: The Return of the King","tell",5
"2004:Crash","tell",15
"2004:Million Dollar Baby","tell",9
"2004:Ray","tell",3
"2004:Sideways","tell",3
"2005:Brokeback Mountain","tell",2
"2005:Good Night, and Good Luck.","tell",3
"2005:Munich","tell",3
"2006:Babel","tell",9
"2006:Little Miss Sunshine","tell",1
"2006:The Departed","tell",9
"2006:The Queen","tell",1
"2007:Atonement","tell",4
"2007:Juno","tell",8
"2007:Michael Clayton","tell",34
"2007:No Country for Old Men","tell",16
"2007:There Will Be Blood","tell",4
"2008:Frost/Nixon","tell",2
"2008:Milk","tell",41
"2008:Slumdog Millionaire","tell",1
"2008:The Curious Case of Benjamin Button","tell",11
"2008:The Hurt Locker","tell",8
"2008:The Reader","tell",6
"2009:A Serious Man","tell",1
"2009:An Education","tell",2
"2009:Avatar","tell",24
"2009:Inglourious Basterds","tell",9
"2009:Precious","tell",6
"2009:The Blind Side","tell",1
"2009:Up","tell",6
"2009:Up in the Air","tell",35
"2010:Black Swan","tell",28
"2010:Inception","tell",25
"2010:The Fighter","tell",6
"2010:The Kids Are All Right","tell",2
"2010:The King's Speech","tell",1
"2010:The Social Network","tell",1
"2010:Toy Story 3","tell",5
"2011:Extremely Loud & Incredibly Close","tell",5
"2011:Hugo","tell",1
"2011:The Artist","tell",2
"2011:The Descendants","tell",9
"2011:The Help","tell",6
"2011:War Horse","tell",1
"2012:Argo","tell",4
"2012:Beasts of the Southern Wild","tell",1
"2012:Django Unchained","tell",12
"2012:Les Misérables","tell",1
"2012:Silver Linings Playbook","tell",1
"2012:Zero Dark Thirty","tell",18
"2013:12 Years a Slave","tell",1
"2013:American Hustle","tell",44
"2013:Captain Phillips","tell",39
"2013:Dallas Buyers Club","tell",8
"2013:Gravity","tell",2
"2013:Her","tell",4
"2013:Nebraska","tell",12
"2013:The Wolf of Wall Street","tell",22
"2014:American Sniper","tell",23
"2014:Birdman or (The Unexpected Virtue of Ignorance)","tell",28
"2014:Boyhood","tell",4
"2014:Selma","tell",1
"2014:The Grand Budapest Hotel","tell",8
"2014:The Imitation Game","tell",39
"2014:Whiplash","tell",6
"2015:Bridge of Spies","tell",3
"2015:Brooklyn","tell",17
"2015:Mad Max: Fury Road","tell",9
"2015:Room","tell",46
"2015:Spotlight","tell",52
"2015:The Big Short","tell",6
"2015:The Martian","tell",4
"2015:The Revenant","tell",7
"2016:Arrival","tell",5
"2016:Fences","tell",33
"2016:Hacksaw Ridge","tell",2
"2016:Hell or High Water","tell",11
"2016:Hidden Figures","tell",13
"2016:La La Land","tell",32
"2016:Lion","tell",18
"2016:Manchester by the Sea","tell",46
"2016:Moonlight","tell",5
"2017:All the Money in the World","tell",8
"2017:Call Me by Your Name","tell",11
"2017:Darkest Hour","tell",5
"2017:Dunkirk","tell",1
"2017:Get Out","tell",24
"2017:Lady Bird","tell",6
"2017:The Shape of Water","tell",6
"2017:Three Billboards Outside Ebbing, Missouri","tell",4
"2018:A Star Is Born","tell",7
"2018:Black Panther","tell",1
"2018:BlacKkKlansman","tell",5
"2018:Bohemian Rhapsody","tell",8
"2018:Green Book","tell",3
"2018:Roma","tell",9
"2018:The Favourite","tell",7
"2018:Vice","tell",2
"2019:Jojo Rabbit","tell",13
"2019:Joker","tell",8
"2019:Le Mans '66","tell",7
"2019:Little Women","tell",1
"2019:Marriage Story","tell",9
"2019:Once Upon a Time... In Hollywood","tell",4
"2019:Parasite","tell",2
"2019:The Irishman","tell",3
"1939:Dark Victory","offic",4
"1940:The Great Dictator","offic",2
"1941:49th Parallel","offic",1
"1941:Citizen Kane","offic",2
"1941:Sergeant York","offic",6
"1941:Suspicion","offic",1
"1941:The Maltese Falcon","offic",12
"1942:Casablanca","offic",2
"1944:Double Indemnity","offic",2
"1944:Since You Went Away","offic",1
"1945:Mildred Pierce","offic",2
"1946:It's a Wonderful Life","offic",1
"1949:Twelve O'Clock High","offic",2
"1952:High Noon","offic",5
"1953:From Here to Eternity","offic",5
"1954:On the Waterfront","offic",7
"1954:The Caine Mutiny","offic",4
"1955:Mister Roberts","offic",7
"1957:The Bridge on the River Kwai","offic",20
"1959:Anatomy of a Murder","offic",1
"1960:The Alamo","offic",2
"1960:The Apartment","offic",2
"1961:Judgment at Nuremberg","offic",1
"1961:West Side Story","offic",3
"1962:Mutiny on the Bounty","offic",2
"1964:Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","offic",6
"1965:Doctor Zhivago","offic",3
"1965:The Sound of Music","offic",2
"1967:Doctor Dolittle","offic",4
"1967:In the Heat of the Night","offic",2
"1970:Airport","offic",2
"1970:M.A.S.H.","offic",17
"1970:Patton","offic",1
"1971:A Clockwork Orange","offic",6
"1972:The Godfather","offic",4
"1973:American Graffiti","offic",2
"1973:The Sting","offic",2
"1974:Chinatown","offic",1
"1974:The Conversation","offic",1
"1974:The Godfather: Part II","offic",1
"1974:The Towering Inferno","offic",2
"1975:Barry Lyndon","offic",4
"1975:Dog Day Afternoon","offic",1
"1975:One Flew Over the Cuckoo's Nest","offic",5
"1976:All the President's Men","offic",7
"1976:Rocky","offic",2
"1976:Taxi Driver","offic",3
"1977:Star Wars: Episode IV - A New Hope","offic",7
"1978:Midnight Express","offic",3
"1979:All That Jazz","offic",1
"1979:Apocalypse Now","offic",5
"1979:Norma Rae","offic",5
"1980:Coal Miner's Daughter","offic",2
"1980:Raging Bull","offic",1
"1981:Raiders of the Lost Ark","offic",3
"1982:Gandhi","offic",3
"1982:The Verdict","offic",2
"1982:Tootsie","offic",1
"1983:Terms of Endearment","offic",1
"1983:The Big Chill","offic",2
"1983:The Right Stuff","offic",1
"1984:A Soldier's Story","offic",17
"1984:Places in the Heart","offic",1
"1984:The Killing Fields","offic",4
"1985:Witness","offic",4
"1986:Platoon","offic",2
"1987:Broadcast News","offic",1
"1987:Fatal Attraction","offic",2
"1987:The Last Emperor","offic",3
"1988:Mississippi Burning","offic",4
"1988:Working Girl","offic",10
"1989:Born on the Fourth of July","offic",1
"1989:Dead Poets Society","offic",1
"1989:Driving Miss Daisy","offic",1
"1989:Field of Dreams","offic",2
"1990:Dances with Wolves","offic",5
"1990:The Godfather Part III","offic",1
"1991:Bugsy","offic",4
"1991:JFK","offic",4
"1991:The Silence of the Lambs","offic",1
"1992:A Few Good Men","offic",11
"1992:Scent of a Woman","offic",1
"1993:Schindler's List","offic",2
"1993:The Fugitive","offic",6
"1994:Forrest Gump","offic",1
"1994:The Shawshank Redemption","offic",5
"1995:Apollo 13","offic",1
"1996:Fargo","offic",13
"1996:The English Patient","offic",7
"1997:As Good as It Gets","offic",3
"1997:Good Will Hunting","offic",1
"1997:L.A. Confidential","offic",11
"1997:Life Is Beautiful","offic",2
"1997:Titanic","offic",8
"1998:Saving Private Ryan","offic",3
"1998:The Thin Red Line","offic",1
"1999:The Insider","offic",1
"2000:Traffic","offic",2
"2001:A Beautiful Mind","offic",3
"2002:Gangs of New York","offic",3
"2002:The Pianist","offic",5
"2003:Master and Commander: The Far Side of the World","offic",2
"2003:Mystic River","offic",3
"2004:Crash","offic",3
"2005:Good Night, and Good Luck.","offic",8
"2006:Babel","offic",11
"2006:The Departed","offic",5
"2007:Michael Clayton","offic",5
"2007:No Country for Old Men","offic",2
"2008:Frost/Nixon","offic",1
"2008:Milk","offic",18
"2008:The Reader","offic",2
"2009:A Serious Man","offic",6
"2009:District 9","offic",1
"2009:Inglourious Basterds","offic",7
"2009:Precious","offic",3
"2009:Up in the Air","offic",10
"2010:Black Swan","offic",2
"2010:The Social Network","offic",1
"2011:Hugo","offic",2
"2011:War Horse","offic",5
"2012:Argo","offic",1
"2012:Lincoln","offic",1
"2012:Zero Dark Thirty","offic",2
"2013:12 Years a Slave","offic",1
"2013:American Hustle","offic",8
"2013:Captain Phillips","offic",4
"2013:Her","offic",2
"2013:Nebraska","offic",3
"2013:The Wolf of Wall Street","offic",6
"2014:American Sniper","offic",3
"2014:The Grand Budapest Hotel","offic",3
"2014:The Imitation Game","offic",6
"2014:Whiplash","offic",1
"2015:Bridge of Spies","offic",1
"2015:Brooklyn","offic",1
"2015:Room","offic",5
"2015:Spotlight","offic",16
"2015:The Big Short","offic",3
"2016:Arrival","offic",1
"2016:Fences","offic",2
"2016:Hacksaw Ridge","offic",1
"2016:Hell or High Water","offic",2
"2016:Hidden Figures","offic",5
"2016:La La Land","offic",2
"2016:Lion","offic",2
"2016:Manchester by the Sea","offic",4
"2017:All the Money in the World","offic",2
"2017:Darkest Hour","offic",1
"2017:Dunkirk","offic",1
"2017:Get Out","offic",4
"2017:The Shape of Water","offic",1
"2017:Three Billboards Outside Ebbing, Missouri","offic",1
"2018:BlacKkKlansman","offic",15
"2018:Green Book","offic",7
"2019:1917","offic",1
"2019:Jojo Rabbit","offic",1
"2019:Le Mans '66","offic",1
"2019:Once Upon a Time... In Hollywood","offic",1
"1939:Dark Victory","parti",4
"1939:Gone with the Wind","parti",4
"1939:The Wizard of Oz","parti",1
"1940:Foreign Correspondent","parti",6
"1940:Rebecca","parti",2
"1941:49th Parallel","parti",1
"1942:Kings Row","parti",5
"1945:Mildred Pierce","parti",1
"1946:It's a Wonderful Life","parti",1
"1950:All About Eve","parti",1
"1950:Father of the Bride","parti",3
"1950:Sunset Blvd.","parti",3
"1951:A Place in the Sun","parti",5
"1954:Three Coins in the Fountain","parti",1
"1956:Giant","parti",1
"1957:The Bridge on the River Kwai","parti",1
"1958:Cat on a Hot Tin Roof","parti",6
"1959:Anatomy of a Murder","parti",2
"1960:The Apartment","parti",1
"1962:The Music Man","parti",3
"1965:Doctor Zhivago","parti",4
"1966:The Russians Are Coming the Russians Are Coming","parti",1
"1966:The Sand Pebbles","parti",1
"1966:Who's Afraid of Virginia Woolf?","parti",1
"1967:Doctor Dolittle","parti",1
"1967:The Graduate","parti",3
"1969:Midnight Cowboy","parti",3
"1969:Z","parti",1
"1970:M.A.S.H.","parti",1
"1970:Patton","parti",1
"1971:A Clockwork Orange","parti",1
"1971:Fiddler on the Roof","parti",1
"1971:The Last Picture Show","parti",3
"1972:The Godfather","parti",1
"1973:The Exorcist","parti",2
"1974:The Conversation","parti",1
"1974:The Godfather: Part II","parti",6
"1974:The Towering Inferno","parti",4
"1975:Barry Lyndon","parti",3
"1975:Jaws","parti",1
"1975:Nashville","parti",4
"1975:One Flew Over the Cuckoo's Nest","parti",2
"1976:All the President's Men","parti",1
"1978:The Deer Hunter","parti",3
"1981:Raiders of the Lost Ark","parti",2
"1982:The Verdict","parti",1
"1982:Tootsie","parti",3
"1984:Amadeus","parti",1
"1986:Hannah and Her Sisters","parti",1
"1987:Broadcast News","parti",3
"1987:The Last Emperor","parti",2
"1988:Working Girl","parti",6
"1989:Dead Poets Society","parti",4
"1990:Dances with Wolves","parti",1
"1990:The Godfather Part III","parti",5
"1991:Bugsy","parti",2
"1991:The Silence of the Lambs","parti",1
"1992:Unforgiven","parti",1
"1993:Schindler's List","parti",1
"1996:The English Patient","parti",2
"1997:L.A. Confidential","parti",6
"1997:Life Is Beautiful","parti",1
"1997:Titanic","parti",2
"1999:The Insider","parti",5
"2000:Chocolat","parti",3
"2002:The Hours","parti",5
"2003:Lost in Translation","parti",2
"2003:Master and Commander: The Far Side of the World","parti",1
"2003:Mystic River","parti",1
"2004:The Aviator","parti",1
"2006:The Queen","parti",1
"2007:Atonement","parti",1
"2007:Michael Clayton","parti",1
"2008:Frost/Nixon","parti",1
"2008:Milk","parti",4
"2008:The Curious Case of Benjamin Button","parti",2
"2009:An Education","parti",1
"2009:District 9","parti",1
"2009:Precious","parti",1
"2009:Up in the Air","parti",4
"2010:Black Swan","parti",1
"2010:Inception","parti",2
"2010:The King's Speech","parti",1
"2010:The Social Network","parti",4
"2012:Beasts of the Southern Wild","parti",1
"2012:Lincoln","parti",4
"2013:12 Years a Slave","parti",4
"2013:American Hustle","parti",3
"2013:Captain Phillips","parti",2
"2013:The Wolf of Wall Street","parti",4
"2014:American Sniper","parti",1
"2014:Boyhood","parti",5
"2014:The Grand Budapest Hotel","parti",1
"2014:The Imitation Game","parti",1
"2015:Mad Max: Fury Road","parti",1
"2015:The Revenant","parti",8
"2016:Hidden Figures","parti",1
"2016:La La Land","parti",4
"2016:Lion","parti",2
"2016:Manchester by the Sea","parti",1
"2017:Darkest Hour","parti",1
"2017:Get Out","parti",5
"2017:Lady Bird","parti",3
"2018:Bohemian Rhapsody","parti",2
"2018:Roma","parti",1
"2018:The Favourite","parti",2
"2018:Vice","parti",1
"2019:Little Women","parti",2
"2019:Once Upon a Time... In Hollywood","parti",1
"2019:Parasite","parti",3
"1939:Dark Victory","agre",3
"1939:Gone with the Wind","agre",3
"1939:Goodbye, Mr. Chips","agre",1
"1940:Rebecca","agre",1
"1940:The Philadelphia Story","agre",1
"1941:Here Comes Mr. Jordan","agre",2
"1941:The Maltese Falcon","agre",2
"1942:Kings Row","agre",7
"1942:Random Harvest","agre",1
"1944:Double Indemnity","agre",1
"1944:Since You Went Away","agre",1
"1945:Anchors Aweigh","agre",1
"1945:Mildred Pierce","agre",4
"1945:Spellbound","agre",1
"1947:The Bishop's Wife","agre",1
"1950:Sunset Blvd.","agre",1
"1951:A Place in the Sun","agre",2
"1952:Ivanhoe","agre",2
"1952:The Quiet Man","agre",1
"1953:From Here to Eternity","agre",2
"1954:On the Waterfront","agre",1
"1954:Three Coins in the Fountain","agre",1
"1955:Mister Roberts","agre",1
"1956:The King and I","agre",1
"1957:12 Angry Men","agre",1
"1957:The Bridge on the River Kwai","agre",1
"1959:Anatomy of a Murder","agre",2
"1959:Ben-Hur","agre",1
"1960:The Apartment","agre",1
"1961:The Guns of Navarone","agre",1
"1961:West Side Story","agre",2
"1962:To Kill a Mockingbird","agre",2
"1967:Doctor Dolittle","agre",3
"1968:Rachel, Rachel","agre",1
"1969:Hello, Dolly!","agre",1
"1969:Midnight Cowboy","agre",2
"1970:Airport","agre",3
"1970:M.A.S.H.","agre",1
"1971:Fiddler on the Roof","agre",4
"1971:The French Connection","agre",2
"1971:The Last Picture Show","agre",3
"1972:Deliverance","agre",1
"1972:The Godfather","agre",4
"1973:American Graffiti","agre",2
"1973:The Exorcist","agre",1
"1974:The Godfather: Part II","agre",1
"1975:Dog Day Afternoon","agre",2
"1975:Jaws","agre",1
"1976:Network","agre",1
"1976:Rocky","agre",3
"1976:Taxi Driver","agre",1
"1977:Star Wars: Episode IV - A New Hope","agre",3
"1978:Heaven Can Wait","agre",1
"1979:Apocalypse Now","agre",2
"1979:Norma Rae","agre",1
"1980:Coal Miner's Daughter","agre",1
"1980:Raging Bull","agre",1
"1981:Chariots of Fire","agre",1
"1981:On Golden Pond","agre",3
"1982:The Verdict","agre",2
"1982:Tootsie","agre",1
"1983:Tender Mercies","agre",2
"1983:Terms of Endearment","agre",2
"1983:The Dresser","agre",1
"1985:Kiss of the Spider Woman","agre",2
"1985:Out of Africa","agre",2
"1985:Witness","agre",1
"1986:Platoon","agre",2
"1987:Broadcast News","agre",1
"1987:Moonstruck","agre",6
"1988:Mississippi Burning","agre",1
"1988:Rain Man","agre",1
"1988:Working Girl","agre",2
"1989:Driving Miss Daisy","agre",2
"1990:The Godfather Part III","agre",3
"1991:Beauty and the Beast","agre",2
"1991:Bugsy","agre",3
"1991:The Silence of the Lambs","agre",1
"1992:A Few Good Men","agre",2
"1992:Scent of a Woman","agre",1
"1992:The Crying Game","agre",1
"1993:The Fugitive","agre",1
"1993:The Piano","agre",2
"1994:Four Weddings and a Funeral","agre",1
"1994:Pulp Fiction","agre",2
"1994:The Shawshank Redemption","agre",5
"1996:Fargo","agre",2
"1996:The English Patient","agre",1
"1997:Good Will Hunting","agre",1
"1997:L.A. Confidential","agre",7
"1998:Shakespeare in Love","agre",1
"1999:American Beauty","agre",2
"1999:The Green Mile","agre",2
"1999:The Insider","agre",2
"2000:Crouching Tiger, Hidden Dragon","agre",2
"2000:Traffic","agre",2
"2001:A Beautiful Mind","agre",1
"2001:The Lord of the Rings: The Fellowship of the Ring","agre",2
"2002:Gangs of New York","agre",3
"2002:The Lord of the Rings: The Two Towers","agre",1
"2003:Seabiscuit","agre",1
"2004:Crash","agre",2
"2004:Finding Neverland","agre",1
"2004:Million Dollar Baby","agre",1
"2005:Good Night, and Good Luck.","agre",2
"2005:Munich","agre",3
"2006:Little Miss Sunshine","agre",1
"2006:The Departed","agre",1
"2007:Atonement","agre",2
"2007:Juno","agre",1
"2007:Michael Clayton","agre",2
"2007:There Will Be Blood","agre",4
"2008:Frost/Nixon","agre",1
"2008:Milk","agre",3
"2008:The Curious Case of Benjamin Button","agre",4
"2008:The Hurt Locker","agre",1
"2008:The Reader","agre",2
"2009:A Serious Man","agre",1
"2009:Avatar","agre",1
"2009:Inglourious Basterds","agre",1
"2009:Up","agre",1
"2009:Up in the Air","agre",8
"2010:Black Swan","agre",1
"2010:Inception","agre",4
"2010:The Fighter","agre",2
"2010:The Kids Are All Right","agre",1
"2010:The Social Network","agre",2
"2010:True Grit","agre",2
"2011:Hugo","agre",1
"2011:Midnight in Paris","agre",2
"2011:The Descendants","agre",1
"2011:The Help","agre",1
"2011:War Horse","agre",2
"2012:Argo","agre",1
"2012:Django Unchained","agre",7
"2012:Les Misérables","agre",1
"2012:Silver Linings Playbook","agre",1
"2013:12 Years a Slave","agre",2
"2013:American Hustle","agre",8
"2013:Captain Phillips","agre",4
"2013:Her","agre",1
"2013:The Wolf of Wall Street","agre",2
"2014:American Sniper","agre",1
"2014:Birdman or (The Unexpected Virtue of Ignorance)","agre",2
"2014:The Grand Budapest Hotel","agre",1
"2014:The Imitation Game","agre",1
"2014:Whiplash","agre",3
"2015:Brooklyn","agre",1
"2015:Mad Max: Fury Road","agre",2
"2015:Room","agre",2
"2015:Spotlight","agre",2
"2015:The Martian","agre",1
"2015:The Revenant","agre",3
"2016:Hell or High Water","agre",2
"2016:Hidden Figures","agre",4
"2016:La La Land","agre",3
"2016:Lion","agre",2
"2016:Manchester by the Sea","agre",2
"2017:All the Money in the World","agre",1
"2017:Call Me by Your Name","agre",1
"2017:Darkest Hour","agre",2
"2017:Get Out","agre",3
"2017:Three Billboards Outside Ebbing, Missouri","agre",2
"2018:Bohemian Rhapsody","agre",1
"2018:Green Book","agre",3
"2018:Roma","agre",1
"2018:The Favourite","agre",1
"2018:Vice","agre",1
"2019:1917","agre",1
"2019:Jojo Rabbit","agre",1
"2019:Joker","agre",2
"2019:Le Mans '66","agre",2
"2019:Little Women","agre",3
"2019:Marriage Story","agre",2
"2019:Once Upon a Time... In Hollywood","agre",3
"2019:Parasite","agre",1
"2019:The Irishman","agre",1
"1939:Dark Victory","love",3
"1939:Gone with the Wind","love",19
"1939:Goodbye, Mr. Chips","love",4
"1940:Foreign Correspondent","love",1
"1940:Our Town","love",5
"1940:Rebecca","love",2
"1941:Citizen Kane","love",6
"1941:Suspicion","love",2
"1941:The Maltese Falcon","love",1
"1942:Casablanca","love",4
"1942:Kings Row","love",3
"1942:Mrs. Miniver","love",4
"1942:Random Harvest","love",2
"1944:Double Indemnity","love",2
